1108939,494835,0.0
1108939,1128373,0.0
1108939,20455,0.0
1108939,502261,0.0
1108939,351697,0.0
1108939,301524,0.0
1108939,1127893,0.0
1108939,474735,0.0
1108939,1135377,0.0
1108939,1128856,0.0
1108939,1124145,0.0
1108939,1132213,0.0
1108939,1106293,0.0
1108939,433234,0.0
1108939,1126813,0.0
1108939,1125225,0.0
1108939,1126814,0.0
1108939,60235,0.0
1108939,1037798,0.0
1108939,101169,0.0
1108939,452431,0.0
1108939,183378,0.0
1108939,264403,0.0
1108939,398483,0.0
1108939,199143,0.0
1108939,190044,0.0
1108939,1104031,0.0
1108939,1123581,0.0
1108939,489204,0.0
1108939,277780,0.0
1108939,1133249,0.0
1108939,53175,0.0
1108939,1133328,0.0
1108939,479871,0.0
1108939,490595,0.0
1108939,287683,0.0
1108939,47923,0.0
1108939,148538,0.0
1108939,1116341,0.0
1108939,1134138,0.0
1108939,1044797,0.0
1108939,321441,0.0
1108939,1105103,0.0
1108939,1119729,-0.0005632463126054694
1108939,662372,-0.0006101618213196732
1108939,600573,-0.0007321265401488721
1108939,671071,-0.0008134238334843659
1108939,551040,-0.0008134238334843659
1108939,645693,-0.0009150313692867986
1108939,1119075,-0.0009150313692867986
1108939,855434,-0.001045646645893884
1108939,714453,-0.0012197601389255309
1108939,885490,-0.0012197601389255309
1108939,554515,-0.0012197601389255309
1108939,1120447,-0.0012197601389255309
1108939,1114646,-0.001463441859754643
1108939,710347,-0.001463441859754643
1108939,691330,-0.001463441859754643
1108939,1117099,-0.001463441859754643
1108939,1120868,-0.001463441859754643
1108939,706080,-0.001463441859754643
1108939,1121402,-0.001463441859754643
1108939,634428,-0.001463441859754643
1108939,805321,-0.0014692903187467346
1108939,89928,-0.001471929188028719
1108939,264014,-0.0016435577399928202
1108939,1056204,-0.0016820383105064154
1108939,291865,-0.0016820383105064154
1108939,719381,-0.0018287957330774924
1108939,766511,-0.0018287957330774924
1108939,654723,-0.0018287957330774924
1108939,962179,-0.001962119126339724
1108939,915593,-0.0020919714601302557
1108939,564054,-0.002213248507758102
1108939,523270,-0.0023002523893461842
1108939,1124210,-0.0023002523893461842
1108939,87181,-0.0023002523893461842
1108939,131651,-0.0023002523893461842
1108939,833860,-0.0023869605573155176
1108939,432930,-0.002587029852426916
1108939,966413,-0.002587029852426916
1108939,1014126,-0.0026153537145327172
1108939,883785,-0.0027276849564002994
1108939,1111546,-0.0027276849564002994
1108939,131843,-0.00287451922097055
1108939,87452,-0.00287451922097055
1108939,1127622,-0.00287451922097055
1108939,532603,-0.00287451922097055
1108939,182539,-0.00287451922097055
1108939,952774,-0.0029418202575472907
1108939,1113437,-0.003136991189336439
1108939,705609,-0.003136991189336439
1108939,507445,-0.0032845151196660574
1108939,1103812,-0.0033255960504992355
1108939,427578,-0.003361415378531213
1108939,1012021,-0.0038793501767506317
1108939,1121986,-0.0040629832207834315
1108939,573724,-0.004371242696393119
1108939,903469,-0.004770615990624783
1108939,1108939,-0.006613688959011848
1112389,494835,0.0
1112389,1128373,0.0
1112389,131843,0.0
1112389,20455,0.0
1112389,502261,0.0
1112389,351697,0.0
1112389,301524,0.0
1112389,1127893,0.0
1112389,1135377,0.0
1112389,1128856,0.0
1112389,1124145,0.0
1112389,1132213,0.0
1112389,87452,0.0
1112389,1106293,0.0
1112389,433234,0.0
1112389,1126813,0.0
1112389,523270,0.0
1112389,1125225,0.0
1112389,1126814,0.0
1112389,60235,0.0
1112389,452431,0.0
1112389,183378,0.0
1112389,398483,0.0
1112389,199143,0.0
1112389,190044,0.0
1112389,1104031,0.0
1112389,1123581,0.0
1112389,1127622,0.0
1112389,489204,0.0
1112389,277780,0.0
1112389,53175,0.0
1112389,1133328,0.0
1112389,532603,0.0
1112389,479871,0.0
1112389,490595,0.0
1112389,1124210,0.0
1112389,287683,0.0
1112389,507445,0.0
1112389,47923,0.0
1112389,148538,0.0
1112389,182539,0.0
1112389,1116341,0.0
1112389,87181,0.0
1112389,1134138,0.0
1112389,131651,0.0
1112389,1044797,0.0
1112389,1119729,-0.0004929284208944245
1112389,600573,-0.0006407249745872151
1112389,915593,-0.0007118727930993015
1112389,551040,-0.0007118727930993015
1112389,1119075,-0.0008007952432834529
1112389,264403,-0.0008811160389386356
1112389,554515,-0.0010674804711445658
1112389,564054,-0.0010674804711445658
1112389,432930,-0.0011451261426622967
1112389,966413,-0.0011451261426622967
1112389,321441,-0.001211305636736826
1112389,1120868,-0.0012807400046042504
1112389,1121402,-0.0012807400046042504
1112389,634428,-0.0012807400046042504
1112389,662372,-0.0012841313184929041
1112389,474735,-0.0012855378021173344
1112389,264014,-0.0013842122999492793
1112389,1105103,-0.0013842122999492793
1112389,1103812,-0.0014720460120661637
1112389,1056204,-0.0014720460120661637
1112389,291865,-0.0014720460120661637
1112389,654723,-0.0016004816590353586
1112389,962179,-0.0017171604339127921
1112389,671071,-0.0017886718052726922
1112389,1121986,-0.0018569989357615983
1112389,645693,-0.0019257521490991694
1112389,805321,-0.002031475853154523
1112389,101169,-0.002248356131063978
1112389,1014126,-0.002288842639060468
1112389,855434,-0.0022993162934219543
1112389,1108939,-0.0023871500055388387
1112389,573724,-0.0023871500055388387
1112389,89928,-0.0024131246471492144
1112389,1037798,-0.0024209340294460463
1112389,1133249,-0.0024209340294460463
1112389,1012021,-0.0025248840577074584
1112389,714453,-0.0026821817604555506
1112389,885490,-0.0026821817604555506
1112389,1113437,-0.0026821817604555506
1112389,705609,-0.0026821817604555506
1112389,691330,-0.0032180237232368658
1112389,1117099,-0.0032180237232368658
1112389,706080,-0.0032180237232368658
1112389,833860,-0.0033002686213537773
1112389,1120447,-0.003467356958211469
1112389,883785,-0.0037713623054881178
1112389,719381,-0.004021415688481405
1112389,766511,-0.004021415688481405
1112389,903469,-0.004175033469947532
1112389,427578,-0.004325975321610179
1112389,952774,-0.00499548584035822
1112389,1114646,-0.005017206878754212
1112389,710347,-0.005017206878754212
1112389,1111546,-0.005056900107605452
792752,494835,0.0
792752,1128373,0.0
792752,131843,0.0
792752,20455,0.0
792752,1014126,0.0
792752,502261,0.0
792752,351697,0.0
792752,301524,0.0
792752,1127893,0.0
792752,474735,0.0
792752,1135377,0.0
792752,1128856,0.0
792752,1124145,0.0
792752,432930,0.0
792752,1132213,0.0
792752,87452,0.0
792752,1106293,0.0
792752,433234,0.0
792752,1126813,0.0
792752,523270,0.0
792752,1125225,0.0
792752,1126814,0.0
792752,966413,0.0
792752,60235,0.0
792752,101169,0.0
792752,452431,0.0
792752,183378,0.0
792752,398483,0.0
792752,199143,0.0
792752,190044,0.0
792752,1104031,0.0
792752,1103812,0.0
792752,1123581,0.0
792752,1127622,0.0
792752,489204,0.0
792752,89928,0.0
792752,962179,0.0
792752,277780,0.0
792752,53175,0.0
792752,1133328,0.0
792752,532603,0.0
792752,479871,0.0
792752,490595,0.0
792752,1124210,0.0
792752,1056204,0.0
792752,287683,0.0
792752,507445,0.0
792752,47923,0.0
792752,148538,0.0
792752,291865,0.0
792752,182539,0.0
792752,1116341,0.0
792752,87181,0.0
792752,1134138,0.0
792752,131651,0.0
792752,1044797,0.0
792752,1119729,-0.0013117463958021063
792752,662372,-0.001421008095498641
792752,600573,-0.0017050521748982036
792752,915593,-0.0018943857384469784
792752,1121986,-0.0018943857384469784
792752,551040,-0.0018943857384469784
792752,645693,-0.0021310198999004845
792752,1119075,-0.0021310198999004845
792752,1012021,-0.0021494572181379656
792752,264403,-0.002344763944152316
792752,1108939,-0.0024352102949223016
792752,573724,-0.0024352102949223016
792752,554515,-0.002840703845138861
792752,564054,-0.002840703845138861
792752,321441,-0.0032234412459342114
792752,805321,-0.0032959312626968315
792752,1120868,-0.003408215095308985
792752,1121402,-0.003408215095308985
792752,634428,-0.003408215095308985
792752,264014,-0.0036835682799314703
792752,427578,-0.0036835682799314703
792752,1105103,-0.0036835682799314703
792752,903469,-0.004259089066070838
792752,654723,-0.004259089066070838
792752,671071,-0.0047598874286492576
792752,833860,-0.005354461145834696
792752,883785,-0.006118778574853772
792752,1111546,-0.006118778574853772
792752,855434,-0.006118778574853772
792752,952774,-0.006442419128193632
792752,1037798,-0.006442419128193632
792752,1133249,-0.006442419128193632
792752,714453,-0.007137633189783709
792752,885490,-0.007137633189783709
792752,1120447,-0.007137633189783709
792752,1113437,-0.007137633189783709
792752,705609,-0.007137633189783709
792752,1114646,-0.008563578080773187
792752,710347,-0.008563578080773187
792752,691330,-0.008563578080773187
792752,1117099,-0.008563578080773187
792752,706080,-0.008563578080773187
792752,719381,-0.010701508194264471
792752,766511,-0.010701508194264471
1119729,494835,0.0
1119729,1128373,0.0
1119729,20455,0.0
1119729,1014126,0.0
1119729,502261,0.0
1119729,351697,0.0
1119729,301524,0.0
