1108939,1108939,-75.580223167403
1108939,1005165,-75.86983818013513
1108939,705609,-75.93723933575417
1108939,654723,-75.95978374247123
1108939,1104031,-75.96600586974486
1108939,1121166,-75.99454085059277
1108939,291865,-76.05495081981418
1108939,1104492,-76.09109671812726
1108939,1124145,-76.11798658845545
1108939,1126206,-76.15766341211776
1108939,966413,-76.1583791658582
1108939,972007,-76.24381578800188
1108939,564054,-76.28854587936638
1108939,766511,-76.34005654757922
1108939,1055865,-76.3412732729551
1108939,1044797,-76.40976516548807
1108939,130510,-76.5609808197826
1108939,912070,-76.5611240203145
1108939,1119729,-76.62544773955565
1108939,131651,-76.69587249919668
1108939,1125225,-76.74294436242981
1108939,264403,-76.7488850277114
1108939,165633,-76.85195576353566
1108939,87181,-76.96723349456629
1108939,494835,-76.972314748847
1108939,694342,-77.03012518431234
1108939,427578,-77.03606627482324
1108939,1133249,-77.09976251422452
1108939,47923,-77.10033531635239
1108939,645693,-77.13856424379699
1108939,1135377,-77.13963783598744
1108939,1128856,-77.13963783598744
1108939,1128373,-77.21559686286872
1108939,131843,-77.21559686286872
1108939,474735,-77.25491556701807
1108939,436600,-77.2558462134096
1108939,88073,-77.38730137882033
1108939,1106293,-77.38980709341038
1108939,929033,-77.390665989117
1108939,194013,-77.3908806965781
1108939,1063750,-77.43652115776865
1108939,264014,-77.43687914994403
1108939,835929,-77.43687914994403
1108939,1109818,-77.43695074618215
1108939,104861,-77.43759507937447
1108939,67262,-77.43773825647432
1108939,19335,-77.43981399539635
1108939,706080,-77.54209647092868
1108939,433234,-77.54245445211942
1108939,744366,-77.65873384373472
1108939,855434,-77.65909188351813
1108939,1136427,-77.65923509430397
1108939,306076,-77.65923509430397
1108939,1120868,-77.65966470908285
1108939,1112389,-77.65966470908285
1108939,1129237,-77.65987950658507
1108939,183378,-77.72384521973574
1108939,1014126,-77.72427483012018
1108939,1134463,-77.72434642928758
1108939,199143,-77.72456122239582
1108939,207786,-77.72470441413978
1108939,180442,-77.72499078884067
1108939,432930,-77.72534874074225
1108939,101169,-77.7254203289261
1108939,182539,-77.72620775063216
1108939,1114819,-77.72692351169128
1108939,964223,-77.79269488190181
1108939,1121709,-77.79305289971072
1108939,953067,-77.94641591618651
1108939,1132213,-77.94684556172908
1108939,40578,-77.94684556172908
1108939,1108307,-77.94691716675575
